ID,Weekly_Sales
1_9_2013-06-14,29799.5237589155
1_9_2013-06-21,28937.1705320859
1_9_2013-06-28,26953.4931836295
1_9_2013-07-05,31420.1571554582
1_9_2013-07-12,21808.6993440003
1_9_2013-07-19,22052.1059257183
1_9_2013-07-26,22744.820370568
1_10_2012-11-02,31121.8793275205
1_10_2012-11-09,31721.2186992829
1_10_2012-11-16,27910.1596577605
1_10_2012-11-23,30399.348208887
1_10_2012-11-30,31125.9508626005
1_10_2012-12-07,31181.2995262614
1_10_2012-12-14,30350.688649846
1_10_2012-12-21,30048.9446522361
1_10_2012-12-28,26121.9790636341
1_10_2013-01-04,29126.0317524985
1_10_2013-01-11,23887.1161205444
1_10_2013-01-18,24904.0193925432
1_10_2013-01-25,23608.4881391279
1_10_2013-02-01,33523.0747493059
1_10_2013-02-08,36743.6982055772
1_10_2013-02-15,37654.104323551
1_10_2013-02-22,35628.6679965333
1_10_2013-03-01,37560.8740277462
1_10_2013-03-08,33654.2756908919
1_10_2013-03-15,33438.9152538281
1_10_2013-03-22,36340.098839763
1_10_2013-03-29,37990.6279390046
1_10_2013-04-05,34812.4278367298
1_10_2013-04-12,30594.184387073
1_10_2013-04-19,31858.1787476886
1_10_2013-04-26,28933.4128182693
1_10_2013-05-03,32961.1367279495
1_10_2013-05-10,31078.6034232999
1_10_2013-05-17,29452.6417791432
1_10_2013-05-24,32209.605702949
1_10_2013-05-31,35506.5641359051
1_10_2013-06-07,34151.7236180692
1_10_2013-06-14,31835.609221524
1_10_2013-06-21,31360.8019571149
1_10_2013-06-28,31397.3038112558
1_10_2013-07-05,35454.8765163617
1_10_2013-07-12,29984.6163689571
1_10_2013-07-19,29024.4082714487
1_10_2013-07-26,30106.1786384351
1_11_2012-11-02,27262.5758575253
1_11_2012-11-09,23841.3569231256
1_11_2012-11-16,21880.0978673591
1_11_2012-11-23,28593.6930327858
1_11_2012-11-30,32412.802361101
1_11_2012-12-07,37873.8185049573
1_11_2012-12-14,28388.7366475133
1_11_2012-12-21,31541.9016308923
1_11_2012-12-28,24556.8900392822
1_11_2013-01-04,25798.0689708871
1_11_2013-01-11,24926.3849127078
1_11_2013-01-18,21118.5243124192
1_11_2013-01-25,18532.8128162512
1_11_2013-02-01,23777.9443388267
1_11_2013-02-08,23042.9559012545
1_11_2013-02-15,23511.4396426261
1_11_2013-02-22,21306.8396875404
1_11_2013-03-01,22756.3185746474
1_11_2013-03-08,21988.9456816196
1_11_2013-03-15,23923.0503022772
1_11_2013-03-22,25418.6133120686
1_11_2013-03-29,24469.5764127368
1_11_2013-04-05,27281.1955680236
1_11_2013-04-12,23676.7518417307
1_11_2013-04-19,23456.0533129102
1_11_2013-04-26,22629.3919203131
1_11_2013-05-03,28562.6745762226
1_11_2013-05-10,27743.3960204807
1_11_2013-05-17,22514.4631475611
1_11_2013-05-24,27355.2755358075
1_11_2013-05-31,34491.6025938964
1_11_2013-06-07,37799.3817597002
1_11_2013-06-14,30961.9414584727
1_11_2013-06-21,29929.1155642552
1_11_2013-06-28,39596.4972092631
1_11_2013-07-05,34265.2899791461
1_11_2013-07-12,30075.5990649517
1_11_2013-07-19,29044.9171655854
1_11_2013-07-26,32794.886217658
1_12_2012-11-02,9487.21648629564
1_12_2012-11-09,9724.39822590386
1_12_2012-11-16,9331.43034502153
1_12_2012-11-23,7549.14537186132
1_12_2012-11-30,7318.95314753739
1_12_2012-12-07,7580.46106740623
1_12_2012-12-14,7387.02054932423
1_12_2012-12-21,7824.52588428934
1_12_2012-12-28,7332.53512122035
1_12_2013-01-04,7321.14062471357
1_12_2013-01-11,7677.30687389777
1_12_2013-01-18,8658.06253392999
1_12_2013-01-25,7805.9711096558
1_12_2013-02-01,8648.60218295795
1_12_2013-02-08,8425.50236472202
1_12_2013-02-15,9559.98398269837
1_12_2013-02-22,10538.0967144503
1_12_2013-03-01,11634.1106155773
1_12_2013-03-08,11385.2111712854
1_12_2013-03-15,12690.6717860307
1_12_2013-03-22,11304.6305115533
1_12_2013-03-29,11450.2340816865
1_12_2013-04-05,10950.116430212
1_12_2013-04-12,10878.075828374
1_12_2013-04-19,11737.4942016678
1_12_2013-04-26,10616.9526066389
1_12_2013-05-03,11562.6252009867
1_12_2013-05-10,11207.4775102415
1_12_2013-05-17,11100.022922514
1_12_2013-05-24,11824.0630651865
1_12_2013-05-31,11642.1630661992
1_12_2013-06-07,11032.4291687885
1_12_2013-06-14,10356.8936685831
1_12_2013-06-21,9618.09832991162
1_12_2013-06-28,11070.1958734223
1_12_2013-07-05,12539.5502623892
1_12_2013-07-12,9353.14905648426
1_12_2013-07-19,11481.3086363653
1_12_2013-07-26,10839.2971393903
1_13_2012-11-02,43403.1715586607
1_13_2012-11-09,38993.5555650111
1_13_2012-11-16,38406.0873186642
1_13_2012-11-23,39739.0404824226
1_13_2012-11-30,38725.585834645
1_13_2012-12-07,37907.2245508598
1_13_2012-12-14,34255.6852136849
1_13_2012-12-21,37834.5652038948
1_13_2012-12-28,34210.6198760398
1_13_2013-01-04,42509.6380699755
1_13_2013-01-11,38753.1769077967
1_13_2013-01-18,38174.2285028698
1_13_2013-01-25,35523.5783154865
1_13_2013-02-01,42547.9232544292
1_13_2013-02-08,41946.1467383799
1_13_2013-02-15,39384.8119583242
1_13_2013-02-22,40189.8809761663
1_13_2013-03-01,44511.4621116137
1_13_2013-03-08,40593.389299986
1_13_2013-03-15,38852.88893488
1_13_2013-03-22,38487.7888083746
1_13_2013-03-29,39247.8753693039
1_13_2013-04-05,42978.6732211533
1_13_2013-04-12,38676.756996586
1_13_2013-04-19,38910.1248799735
1_13_2013-04-26,38262.871447257
1_13_2013-05-03,43469.965126877
1_13_2013-05-10,38906.115018982
1_13_2013-05-17,38068.7131135476
1_13_2013-05-24,38547.5056117783
1_13_2013-05-31,41247.018217639
1_13_2013-06-07,41795.0045277887
1_13_2013-06-14,39743.0965489728
1_13_2013-06-21,39115.9717371416
1_13_2013-06-28,39725.6347443472
1_13_2013-07-05,42297.9331599379
1_13_2013-07-12,39154.2423445693
1_13_2013-07-19,39524.7406167885
1_13_2013-07-26,37360.459264145
1_14_2012-11-02,13540.0668766283
1_14_2012-11-09,14573.9900017673
1_14_2012-11-16,17577.2182315858
1_14_2012-11-23,38120.0562742326
1_14_2012-11-30,19926.6468928546
1_14_2012-12-07,21484.2061839578
1_14_2012-12-14,27011.0368434831
1_14_2012-12-21,38602.3477475977
1_14_2012-12-28,31903.3807141177
1_14_2013-01-04,14472.5582806902
1_14_2013-01-11,14053.5670342281
1_14_2013-01-18,12574.045610483
1_14_2013-01-25,12462.8703707017
1_14_2013-02-01,14883.5040501309
1_14_2013-02-08,17137.2281003467
1_14_2013-02-15,19218.6061898972
1_14_2013-02-22,17109.8219038259
1_14_2013-03-01,18231.0526985871
1_14_2013-03-08,15620.8776161125
1_14_2013-03-15,13194.1181322435
1_14_2013-03-22,13028.0446396415
1_14_2013-03-29,13838.3830798556
1_14_2013-04-05,14898.3614390628
1_14_2013-04-12,13675.0172969138
1_14_2013-04-19,13003.7807755555
1_14_2013-04-26,13992.7575625638
1_14_2013-05-03,15626.9988259449
1_14_2013-05-10,15122.48313226
1_14_2013-05-17,14667.7764002983
1_14_2013-05-24,13336.4498550631
1_14_2013-05-31,13815.8435539087
1_14_2013-06-07,12446.9992940622
1_14_2013-06-14,13299.2096095076
1_14_2013-06-21,13027.8736990881
1_14_2013-06-28,15048.6391389861
1_14_2013-07-05,15332.1696317836
1_14_2013-07-12,12896.7451794697
1_14_2013-07-19,11651.3811370179
1_14_2013-07-26,11340.1066598469
1_16_2012-11-02,7140.59913939571
1_16_2012-11-09,6542.44280673211
1_16_2012-11-16,5257.18278411808
1_16_2012-11-23,8830.57016190555
1_16_2012-11-30,6492.76731590659
1_16_2012-12-07,5522.28765511327
1_16_2012-12-14,5170.58450258493
1_16_2012-12-21,6711.83016352034
1_16_2012-12-28,5739.58711957702
1_16_2013-01-04,6733.75774727936
1_16_2013-01-11,6369.80432565048
1_16_2013-01-18,6787.44930714196
1_16_2013-01-25,6560.22178599258
1_16_2013-02-01,9724.15788033369
1_16_2013-02-08,12497.1601432008
1_16_2013-02-15,14195.9460485808
1_16_2013-02-22,21703.2205634399
1_16_2013-03-01,30560.9809551829
1_16_2013-03-08,31458.3455140922
1_16_2013-03-15,45277.4408345409
1_16_2013-03-22,47844.6454890301
1_16_2013-03-29,51057.4245129092
1_16_2013-04-05,57043.4134907913
1_16_2013-04-12,54810.3860166417
1_16_2013-04-19,47470.9825543958
1_16_2013-04-26,43220.334354389
1_16_2013-05-03,43540.8270521512
1_16_2013-05-10,41578.9564910269
1_16_2013-05-17,38727.1203302211
1_16_2013-05-24,42803.5493243836
1_16_2013-05-31,46645.4379653288
1_16_2013-06-07,37895.2419146504
1_16_2013-06-14,36300.6405172402
1_16_2013-06-21,35857.1027662248
1_16_2013-06-28,37264.9943247281
1_16_2013-07-05,39459.2370963116
1_16_2013-07-12,25186.0993889282
1_16_2013-07-19,23779.3399724004
1_16_2013-07-26,23010.5156670592
1_17_2012-11-02,7741.61043448343
1_17_2012-11-09,7424.33002961526
1_17_2012-11-16,9402.94477057231
1_17_2012-11-23,12163.5857367173
1_17_2012-11-30,9812.0947862857
1_17_2012-12-07,10269.3031703209
1_17_2012-12-14,11363.3934179629
1_17_2012-12-21,15919.478703315
1_17_2012-12-28,13221.9918567981
1_17_2013-01-04,8166.69955310962
1_17_2013-01-11,9288.24319689869
1_17_2013-01-18,7991.85919490715
1_17_2013-01-25,7350.7859799995
1_17_2013-02-01,8652.94471473618
1_17_2013-02-08,10527.2384970638
1_17_2013-02-15,11694.7732472162
1_17_2013-02-22,10176.8276028709
1_17_2013-03-01,11567.3189295214
1_17_2013-03-08,10675.6877474661
1_17_2013-03-15,9088.77820743812
1_17_2013-03-22,7986.96907551134
1_17_2013-03-29,8712.20731775127
1_17_2013-04-05,8536.42192607991
1_17_2013-04-12,7323.33779855992
1_17_2013-04-19,8601.63791541282
1_17_2013-04-26,7806.98451963629
1_17_2013-05-03,9193.98491487485
1_17_2013-05-10,8631.91286888917
1_17_2013-05-17,8681.00773677732
1_17_2013-05-24,7153.12648499512
1_17_2013-05-31,6766.34876194544
1_17_2013-06-07,8856.3392822317
1_17_2013-06-14,7993.19724408706
1_17_2013-06-21,7025.1810881275
1_17_2013-06-28,7835.00070629454
1_17_2013-07-05,8162.17344859303
1_17_2013-07-12,7374.45476650441
1_17_2013-07-19,7470.59763557098
1_17_2013-07-26,8056.48328391464
1_18_2012-11-02,15107.8984880413
1_18_2012-11-09,11373.4748434306
1_18_2012-11-16,15156.69790244
1_18_2012-11-23,32213.4386361146
1_18_2012-11-30,47391.7189740254
1_18_2012-12-07,43921.6307552039
1_18_2012-12-14,36195.7133192495
1_18_2012-12-21,24239.6154922851
1_18_2012-12-28,23088.6569521755
1_18_2013-01-04,7235.53202017671
1_18_2013-01-11,2123.66229216231
1_18_2013-01-18,1931.91266677098
1_18_2013-01-25,2204.52382411046
1_18_2013-02-01,4267.54559115749
1_18_2013-02-08,14286.44309391
1_18_2013-02-15,24962.5929974453
1_18_2013-02-22,2199.53173988877
1_18_2013-03-01,1217.37849768637
1_18_2013-03-08,1054.02166185747
1_18_2013-03-15,1440.48109064825
1_18_2013-03-22,2086.742403196
1_18_2013-03-29,3312.06886010835
1_18_2013-04-05,8846.67329917588
1_18_2013-04-12,5280.14256568562
1_18_2013-04-19,3686.96292918575
1_18_2013-04-26,2575.26819844231
1_18_2013-05-03,556.512618406021
1_18_2013-05-10,349.559286776078
1_18_2013-05-17,252.733277554063
1_18_2013-05-24,249.615930124596
1_18_2013-06-07,250.820394710354
1_18_2013-07-05,244.923747824925
1_19_2012-11-02,1020.19139162359
1_19_2012-11-09,1116.32813039358
1_19_2012-11-16,1003.60661256723
1_19_2012-11-23,1031.7710022586
1_19_2012-11-30,1540.24623466898
1_19_2012-12-07,1758.23684241447
1_19_2012-12-14,1660.92341552074
1_19_2012-12-21,1842.0839180846
1_19_2012-12-28,1393.57737987373
1_19_2013-01-04,766.869411253123
1_19_2013-01-11,902.930855705313
1_19_2013-01-18,855.362402624466
1_19_2013-01-25,868.258443499048
1_19_2013-02-01,1262.03513588526
1_19_2013-02-08,1194.76329687995
1_19_2013-02-15,1111.75345104784
1_19_2013-02-22,1406.21310056142
1_19_2013-03-01,1127.33541039583
1_19_2013-03-08,1587.18708944789
1_19_2013-03-15,1426.86544834049
1_19_2013-03-22,1218.90243111752
1_19_2013-03-29,1116.96001880403
1_19_2013-04-05,1319.52797181788
1_19_2013-04-12,972.278666038018
1_19_2013-04-19,1314.61153200877
1_19_2013-04-26,897.534263483712
1_19_2013-05-03,1286.02148523429
1_19_2013-05-10,1605.74573408684
1_19_2013-05-17,1495.74077101528
1_19_2013-05-24,1233.48020057497
1_19_2013-05-31,1284.47413247973
1_19_2013-06-07,1231.58226534635
1_19_2013-06-14,913.702418557977
1_19_2013-06-21,1077.1159708276
1_19_2013-06-28,1062.13968171206
1_19_2013-07-05,1094.95684699954
1_19_2013-07-12,1131.47111266208
1_19_2013-07-19,990.708556526178
1_19_2013-07-26,1240.24799752609
1_20_2012-11-02,3312.8215501056
1_20_2012-11-09,3238.95287200679
1_20_2012-11-16,2872.94155666814
1_20_2012-11-23,5441.38517023196
1_20_2012-11-30,3323.66572814251
1_20_2012-12-07,3078.48802688551
1_20_2012-12-14,3697.7778460443
1_20_2012-12-21,5368.23625502594
1_20_2012-12-28,4188.25100538259
1_20_2013-01-04,3417.33127067876
1_20_2013-01-11,4461.30888714919
1_20_2013-01-18,3982.05779523617
1_20_2013-01-25,3468.06573713525
1_20_2013-02-01,4100.55569527495
1_20_2013-02-08,5045.65849133233
1_20_2013-02-15,5130.81910628489
1_20_2013-02-22,4564.30563472041
1_20_2013-03-01,5139.49445090968
1_20_2013-03-08,6059.83277019702
1_20_2013-03-15,4842.31097652634
1_20_2013-03-22,4059.04950795394
1_20_2013-03-29,4693.84480261748
1_20_2013-04-05,3755.87839874728
1_20_2013-04-12,3390.53495255875
1_20_2013-04-19,4078.97380876707
1_20_2013-04-26,4111.91236389414
1_20_2013-05-03,4426.10932414351
1_20_2013-05-10,4320.35514664596
1_20_2013-05-17,4816.45764238409
1_20_2013-05-24,4857.96570075767
1_20_2013-05-31,4845.35916361585
1_20_2013-06-07,5025.22895838982
1_20_2013-06-14,4278.67052172447
1_20_2013-06-21,4673.31012139456
1_20_2013-06-28,5042.19498409435
1_20_2013-07-05,5278.23123839714
1_20_2013-07-12,3926.55789181911
1_20_2013-07-19,4669.50218655797
1_20_2013-07-26,3960.2966648893
1_21_2012-11-02,8473.49485762331
1_21_2012-11-09,8433.00013768106
1_21_2012-11-16,7672.22591674113
1_21_2012-11-23,9807.93577548056
1_21_2012-11-30,7851.69006509937
